Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
657,Zone B,POL-032024-CEN,Centre,Yaoundé IV,Nkolndongo,École Publique Nkolndongo (site mobile),CEN-PUBL-01,2024-03-06,3.89942,11.457145,37,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Relais communautaire,Mobilisateur,Non,0,Polio,Non,1,Glacière,Froid,98,10,Non,Mouafo Franck,6.8,2024-03-03,Depot Central Yaoundé 1,École Publique Nkolndongo (site mobile),2024-03-04,Nguimdo Jean,5,Non,2024-05-02
658,Zone B,POL-032024-CEN,Centre,Yaoundé IV,Nkolndongo,École Publique Nkolndongo (site mobile),CEN-PUBL-01,2024-03-06,3.89942,11.457145,37,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Relais communautaire,Mobilisateur,Non,0,Polio,Non,2,Thermos,Froid,179,83,Oui,Mouafo Franck,3.3,2024-03-03,Depot Central Yaoundé 1,École Publique Nkolndongo (site mobile),2024-03-05,Nguimdo Jean,76,Non,2024-05-02
659,Zone B,POL-032024-CEN,Centre,Yaoundé IV,Nkolndongo,École Publique Nkolndongo (site mobile),CEN-PUBL-01,2024-03-06,3.89942,11.457145,37,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Relais communautaire,Mobilisateur,Non,0,Polio,Non,3,Kit seringues,Consumable,85,60,Oui,Mouafo Franck,N/A,2024-03-03,Depot Central Yaoundé 1,École Publique Nkolndongo (site mobile),2024-03-04,Nguimdo Jean,15,Non,2024-05-02
660,Zone B,POL-032024-CEN,Centre,Yaoundé IV,Nkolndongo,École Publique Nkolndongo (site mobile),CEN-PUBL-01,2024-03-06,3.89942,11.457145,37,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Relais communautaire,Mobilisateur,Non,0,Polio,Non,4,Carnets,Papeterie,120,26,Non,Mouafo Franck,N/A,2024-03-04,Depot Central Yaoundé 1,École Publique Nkolndongo (site mobile),2024-03-05,Nguimdo Jean,2,Non,2024-05-02
661,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-11,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,376,Fotsing Claire,Infirmier,Vaccinateur,Oui,10,Polio,Non,1,Glacière,Froid,118,118,Non,Mouafo Franck,4.0,2024-03-09,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-11,Fotsing Claire,14,Non,2024-05-05
662,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-11,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,376,Fotsing Claire,Infirmier,Vaccinateur,Oui,10,Polio,Non,2,Thermos,Froid,71,16,Non,Mouafo Franck,3.2,2024-03-10,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-12,Fotsing Claire,0,Oui,2024-05-05
663,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-11,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,376,Fotsing Claire,Infirmier,Vaccinateur,Oui,10,Polio,Non,3,Kit seringues,Consumable,102,67,Non,Mouafo Franck,N/A,2024-03-10,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-12,Fotsing Claire,65,Non,2024-05-05
664,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-11,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,376,Fotsing Claire,Infirmier,Vaccinateur,Oui,10,Polio,Non,4,Carnets,Papeterie,121,37,Oui,Mouafo Franck,N/A,2024-03-10,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-11,Fotsing Claire,27,Non,2024-05-05
665,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-26,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,460,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Polio,Non,1,Glacière,Froid,151,51,Oui,Mouafo Franck,5.1,2024-03-24,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-26,Nguimdo Sandrine,43,Non,2024-05-24
666,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-26,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,460,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Polio,Non,2,Thermos,Froid,128,123,Oui,Mouafo Franck,4.3,2024-03-25,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-26,Nguimdo Sandrine,13,Non,2024-05-24
667,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-26,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,460,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Polio,Non,3,Kit seringues,Consumable,97,61,Oui,Mouafo Franck,N/A,2024-03-25,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-26,Nguimdo Sandrine,16,Non,2024-05-24
668,Zone C,POL-032024-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2024-03-26,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,460,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Polio,Non,4,Carnets,Papeterie,59,33,Non,Mouafo Franck,N/A,2024-03-24,Depot Central Yaoundé 1,CSI Biyem-Assi,2024-03-25,Nguimdo Sandrine,31,Non,2024-05-24
669,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2025-06-24,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,167,Abena Rose,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,1,Glacière,Froid,61,38,Oui,Mouafo Franck,2.1,2025-06-22,Depot Central Yaoundé 1,CSI Biyem-Assi,2025-06-23,Abena Rose,20,Non,2025-08-19
670,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2025-06-24,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,167,Abena Rose,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,2,Thermos,Froid,143,31,Oui,Mouafo Franck,5.0,2025-06-22,Depot Central Yaoundé 1,CSI Biyem-Assi,2025-06-23,Abena Rose,3,Non,2025-08-19
671,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2025-06-24,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,167,Abena Rose,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,136,100,Oui,Mouafo Franck,N/A,2025-06-22,Depot Central Yaoundé 1,CSI Biyem-Assi,2025-06-23,Abena Rose,33,Non,2025-08-19
672,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,CSI Biyem-Assi,CEN-BIYE-01,2025-06-24,3.822633,11.400938,21,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,167,Abena Rose,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,167,24,Oui,Mouafo Franck,N/A,2025-06-22,Depot Central Yaoundé 1,CSI Biyem-Assi,2025-06-24,Abena Rose,22,Non,2025-08-19
673,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-23,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,194,Essama Claire,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,1,Glacière,Froid,140,33,Non,Mouafo Franck,6.3,2025-06-22,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-23,Essama Claire,16,Non,2025-08-27
674,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-23,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,194,Essama Claire,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,2,Thermos,Froid,122,56,Oui,Mouafo Franck,3.8,2025-06-22,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-23,Essama Claire,22,Non,2025-08-27
675,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-23,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,194,Essama Claire,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,124,30,Oui,Mouafo Franck,N/A,2025-06-22,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-24,Essama Claire,27,Non,2025-08-27
676,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-23,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,194,Essama Claire,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,92,65,Oui,Mouafo Franck,N/A,2025-06-22,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-23,Essama Claire,51,Non,2025-08-27
677,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2024-12-21,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,625,Abena Rose,Aide-soignant,Enregistreur,Oui,7,Rubéole,Non,1,Glacière,Froid,142,42,Oui,Mouafo Franck,7.1,2024-12-18,Depot Central Yaoundé 1,HD Biyem-Assi,2024-12-20,Abena Rose,42,Non,2025-02-17
678,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2024-12-21,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,625,Abena Rose,Aide-soignant,Enregistreur,Oui,7,Rubéole,Non,2,Thermos,Froid,109,16,Non,Mouafo Franck,3.1,2024-12-18,Depot Central Yaoundé 1,HD Biyem-Assi,2024-12-19,Abena Rose,9,Non,2025-02-17
679,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2024-12-21,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,625,Abena Rose,Aide-soignant,Enregistreur,Oui,7,Rubéole,Non,3,Kit seringues,Consumable,189,168,Non,Mouafo Franck,N/A,2024-12-20,Depot Central Yaoundé 1,HD Biyem-Assi,2024-12-21,Abena Rose,67,Non,2025-02-17
680,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2024-12-21,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,625,Abena Rose,Aide-soignant,Enregistreur,Oui,7,Rubéole,Non,4,Carnets,Papeterie,199,71,Oui,Mouafo Franck,N/A,2024-12-18,Depot Central Yaoundé 1,HD Biyem-Assi,2024-12-20,Abena Rose,48,Non,2025-02-17
681,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-03,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,812,Njoumou Jacques,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,1,Glacière,Froid,104,26,Oui,Mouafo Franck,3.3,2025-06-02,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-04,Njoumou Jacques,5,Non,2025-07-30
682,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-03,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,812,Njoumou Jacques,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,2,Thermos,Froid,165,111,Non,Mouafo Franck,3.1,2025-06-01,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-02,Njoumou Jacques,68,Non,2025-07-30
683,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-03,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,812,Njoumou Jacques,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,124,59,Oui,Mouafo Franck,N/A,2025-06-02,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-04,Njoumou Jacques,34,Non,2025-07-30
684,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Biyem-Assi,HD Biyem-Assi,CEN-BIYE-02,2025-06-03,3.791322,11.472834,30,Difficile,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,812,Njoumou Jacques,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,163,73,Oui,Mouafo Franck,N/A,2025-06-01,Depot Central Yaoundé 1,HD Biyem-Assi,2025-06-03,Njoumou Jacques,7,Non,2025-07-30
685,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-10,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,350,Nji Jean,Médecin,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,169,101,Non,Mouafo Franck,5.0,2025-06-07,Depot Central Yaoundé 1,CSI Mendong,2025-06-09,Nji Jean,34,Non,2025-07-30
686,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-10,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,350,Nji Jean,Médecin,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,156,40,Oui,Mouafo Franck,6.5,2025-06-08,Depot Central Yaoundé 1,CSI Mendong,2025-06-09,Nji Jean,15,Non,2025-07-30
687,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-10,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,350,Nji Jean,Médecin,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,154,112,Oui,Mouafo Franck,N/A,2025-06-08,Depot Central Yaoundé 1,CSI Mendong,2025-06-10,Nji Jean,31,Non,2025-07-30
688,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-10,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,350,Nji Jean,Médecin,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,144,109,Oui,Mouafo Franck,N/A,2025-06-08,Depot Central Yaoundé 1,CSI Mendong,2025-06-09,Nji Jean,9,Non,2025-07-30
689,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-18,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,263,Nguimdo Jean,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,1,Glacière,Froid,192,172,Non,Mouafo Franck,4.6,2025-06-15,Depot Central Yaoundé 1,CSI Mendong,2025-06-17,Nguimdo Jean,16,Non,2025-08-12
690,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-18,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,263,Nguimdo Jean,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,2,Thermos,Froid,151,99,Oui,Mouafo Franck,6.0,2025-06-17,Depot Central Yaoundé 1,CSI Mendong,2025-06-19,Nguimdo Jean,59,Non,2025-08-12
691,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-18,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,263,Nguimdo Jean,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,135,53,Oui,Mouafo Franck,N/A,2025-06-15,Depot Central Yaoundé 1,CSI Mendong,2025-06-17,Nguimdo Jean,17,Non,2025-08-12
692,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-18,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,263,Nguimdo Jean,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,93,37,Oui,Mouafo Franck,N/A,2025-06-17,Depot Central Yaoundé 1,CSI Mendong,2025-06-19,Nguimdo Jean,10,Non,2025-08-12
693,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-04,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,487,Tchatchoua Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,1,Glacière,Froid,92,21,Oui,Mouafo Franck,3.3,2025-06-01,Depot Central Yaoundé 1,CSI Mendong,2025-06-03,Tchatchoua Alice,0,Oui,2025-08-03
694,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-04,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,487,Tchatchoua Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,2,Thermos,Froid,102,10,Oui,Mouafo Franck,7.8,2025-06-03,Depot Central Yaoundé 1,CSI Mendong,2025-06-04,Tchatchoua Alice,3,Non,2025-08-03
695,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-04,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,487,Tchatchoua Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,107,60,Non,Mouafo Franck,N/A,2025-06-01,Depot Central Yaoundé 1,CSI Mendong,2025-06-02,Tchatchoua Alice,35,Non,2025-08-03
696,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,CSI Mendong,CEN-MEND-01,2025-06-04,3.831622,11.483452,2,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,487,Tchatchoua Alice,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,158,22,Oui,Mouafo Franck,N/A,2025-06-03,Depot Central Yaoundé 1,CSI Mendong,2025-06-04,Tchatchoua Alice,11,Non,2025-08-03
697,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2025-06-23,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,456,Njoumou Jacques,Infirmier,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,106,67,Non,Mouafo Franck,4.4,2025-06-21,Depot Central Yaoundé 1,Marché Mendong,2025-06-23,Njoumou Jacques,35,Non,2025-08-27
698,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2025-06-23,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,456,Njoumou Jacques,Infirmier,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,88,25,Oui,Mouafo Franck,7.4,2025-06-21,Depot Central Yaoundé 1,Marché Mendong,2025-06-23,Njoumou Jacques,8,Non,2025-08-27
699,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2025-06-23,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,456,Njoumou Jacques,Infirmier,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,178,125,Oui,Mouafo Franck,N/A,2025-06-21,Depot Central Yaoundé 1,Marché Mendong,2025-06-22,Njoumou Jacques,23,Non,2025-08-27
700,Zone C,ROU-062025-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2025-06-23,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,456,Njoumou Jacques,Infirmier,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,72,48,Non,Mouafo Franck,N/A,2025-06-21,Depot Central Yaoundé 1,Marché Mendong,2025-06-23,Njoumou Jacques,1,Non,2025-08-27
701,Zone C,POL-032024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-03-10,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,137,Nkeng Victor,Aide-soignant,Enregistreur,Non,0,Polio,Oui,1,Glacière,Froid,183,169,Non,Mouafo Franck,6.3,2024-03-09,Depot Central Yaoundé 1,Marché Mendong,2024-03-10,Nkeng Victor,57,Non,2024-05-08
702,Zone C,POL-032024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-03-10,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,137,Nkeng Victor,Aide-soignant,Enregistreur,Non,0,Polio,Oui,2,Thermos,Froid,83,82,Oui,Mouafo Franck,6.6,2024-03-09,Depot Central Yaoundé 1,Marché Mendong,2024-03-10,Nkeng Victor,11,Non,2024-05-08
703,Zone C,POL-032024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-03-10,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,137,Nkeng Victor,Aide-soignant,Enregistreur,Non,0,Polio,Oui,3,Kit seringues,Consumable,88,12,Oui,Mouafo Franck,N/A,2024-03-09,Depot Central Yaoundé 1,Marché Mendong,2024-03-11,Nkeng Victor,8,Non,2024-05-08
704,Zone C,POL-032024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-03-10,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,137,Nkeng Victor,Aide-soignant,Enregistreur,Non,0,Polio,Oui,4,Carnets,Papeterie,142,59,Oui,Mouafo Franck,N/A,2024-03-07,Depot Central Yaoundé 1,Marché Mendong,2024-03-09,Nkeng Victor,16,Non,2024-05-08
705,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-12-12,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,681,Mendomo Serge,Relais communautaire,Mobilisateur,Oui,3,Rubéole,Oui,1,Glacière,Froid,110,79,Oui,Mouafo Franck,2.4,2024-12-09,Depot Central Yaoundé 1,Marché Mendong,2024-12-11,Mendomo Serge,30,Non,2025-02-09
706,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-12-12,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,681,Mendomo Serge,Relais communautaire,Mobilisateur,Oui,3,Rubéole,Oui,2,Thermos,Froid,95,85,Oui,Mouafo Franck,5.9,2024-12-10,Depot Central Yaoundé 1,Marché Mendong,2024-12-11,Mendomo Serge,38,Non,2025-02-09
707,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-12-12,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,681,Mendomo Serge,Relais communautaire,Mobilisateur,Oui,3,Rubéole,Oui,3,Kit seringues,Consumable,71,16,Non,Mouafo Franck,N/A,2024-12-11,Depot Central Yaoundé 1,Marché Mendong,2024-12-13,Mendomo Serge,8,Non,2025-02-09
708,Zone C,RUB-122024-CEN,Centre,Yaoundé V,Mendong,Marché Mendong,CEN-MEND-02,2024-12-12,3.788735,11.468025,22,Facile,Voiture,WM 5122 JI,Non,Ngono Claire,Oui,Inactif,2,Mouafo Franck,681,Mendomo Serge,Relais communautaire,Mobilisateur,Oui,3,Rubéole,Oui,4,Carnets,Papeterie,182,47,Non,Mouafo Franck,N/A,2024-12-11,Depot Central Yaoundé 1,Marché Mendong,2024-12-13,Mendomo Serge,16,Non,2025-02-09
709,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-06,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,935,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,130,129,Non,Mouafo Franck,3.0,2025-06-03,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-04,Essama Victor,52,Non,2025-08-03
